date,centre,cpi_index
2019-04-01,Kampala Middle Income,106.33921497450537
2019-05-01,Kampala Middle Income,106.97039946680583
2019-06-01,Kampala Middle Income,106.46553610238468
2019-07-01,Kampala Middle Income,106.62117712811613
2019-08-01,Kampala Middle Income,106.82169472604085
2019-09-01,Kampala Middle Income,107.55617874769729
2019-10-01,Kampala Middle Income,107.3240362421608
2019-11-01,Kampala Middle Income,107.29661896864022
2019-12-01,Kampala Middle Income,107.49908332229599
2020-01-01,Kampala Middle Income,107.64486720516629
2020-02-01,Kampala Middle Income,107.54347329008874
2020-03-01,Kampala Middle Income,107.09915624128753
2020-04-01,Kampala Middle Income,108.078591018696
2020-05-01,Kampala Middle Income,109.05493783914267
2020-06-01,Kampala Middle Income,109.5549389016256
2020-07-01,Kampala Middle Income,108.92480540857764
2020-08-01,Kampala Middle Income,109.59829283414797
2020-09-01,Kampala Middle Income,109.59128944907093
2020-10-01,Kampala Middle Income,109.85963341868475
2020-11-01,Kampala Middle Income,108.90792846678752
2020-12-01,Kampala Middle Income,109.98464974579753
2021-01-01,Kampala Middle Income,110.03256238095366
2021-02-01,Kampala Middle Income,110.19856903620004
2021-03-01,Kampala Middle Income,110.35044031285311
2021-04-01,Kampala Middle Income,110.65786791016234
2021-05-01,Kampala Middle Income,110.83780308760545
2021-06-01,Kampala Middle Income,110.912711831024
2021-07-01,Kampala Middle Income,110.96698821468553
2021-08-01,Kampala Middle Income,110.40328882160837
2021-09-01,Kampala Middle Income,111.10754657185308
2021-10-01,Kampala Middle Income,110.95555042329609
2021-11-01,Kampala Middle Income,111.8316543197986
2021-12-01,Kampala Middle Income,112.3051846504013
2022-01-01,Kampala Middle Income,111.09649532958822
2022-02-01,Kampala Middle Income,112.43701972010864
2022-03-01,Kampala Middle Income,113.67366072780871
2022-04-01,Kampala Middle Income,115.52623235292081
2022-05-01,Kampala Middle Income,117.60835848538521
2022-06-01,Kampala Middle Income,118.15091445031649
2022-07-01,Kampala Middle Income,119.43787981415856
2022-08-01,Kampala Middle Income,120.50071416385627
2022-09-01,Kampala Middle Income,122.94779575016607
2022-10-01,Kampala Middle Income,124.42861864671237
2022-11-01,Kampala Middle Income,125.20200546239121
2022-12-01,Kampala Middle Income,125.44614049322966
2023-01-01,Kampala Middle Income,124.47103977734065
2023-02-01,Kampala Middle Income,124.28820392364503
2023-03-01,Kampala Middle Income,125.50794266679702
2023-04-01,Kampala Middle Income,125.49465936086295
2023-05-01,Kampala Middle Income,125.78217219950197
2023-06-01,Kampala Middle Income,125.26630398945545
2023-07-01,Kampala Middle Income,124.23905579599148
2023-08-01,Kampala Middle Income,125.45111564809044
2023-09-01,Kampala Middle Income,126.03933740656224
2023-10-01,Kampala Middle Income,126.49675186196873
2023-11-01,Kampala Middle Income,126.8420235393858
2023-12-01,Kampala Middle Income,126.83888459045109
2024-01-01,Kampala Middle Income,126.48478249676094
2024-02-01,Kampala Middle Income,126.07187428394569
2024-03-01,Kampala Middle Income,127.27090474011261
2024-04-01,Kampala Middle Income,128.04803030751802
2024-05-01,Kampala Middle Income,128.31472492554107
2024-06-01,Kampala Middle Income,128.70403415505467
2024-07-01,Kampala Middle Income,128.40490550342156
2024-08-01,Kampala Middle Income,128.74074494760444
2024-09-01,Kampala Middle Income,128.3699635488258
2024-10-01,Kampala Middle Income,128.8939349102752
2024-11-01,Kampala Middle Income,129.76797300224894
2024-12-01,Kampala Middle Income,129.90785072725387
2025-01-01,Kampala Middle Income,130.32422672108476
2025-02-01,Kampala Middle Income,131.1846292009103
2025-03-01,Kampala Middle Income,131.10065665274504
2025-04-01,Kampala Middle Income,131.86878868091
2025-05-01,Kampala Middle Income,132.71948707262717
2025-06-01,Kampala Middle Income,132.76185247930948
2025-07-01,Kampala Middle Income,132.07464480728024
2025-08-01,Kampala Middle Income,132.15734550421456
2025-09-01,Kampala Middle Income,133.2497533131344
2025-10-01,Kampala Middle Income,133.00086100349466
2025-11-01,Kampala Middle Income,132.65179708019278
2025-12-01,Kampala Middle Income,133.5733047546622
2026-01-01,Kampala Middle Income,134.18297133803608
2026-02-01,Kampala Middle Income,134.25249858092326
2026-03-01,Kampala Middle Income,134.6028989310161
2026-04-01,Kampala Middle Income,135.3021673528031
2026-05-01,Kampala Middle Income,136.24186182448727
2026-06-01,Kampala Middle Income,136.6717652558767
2026-07-01,Kampala Middle Income,136.8730299399685
2026-08-01,Kampala Middle Income,137.45099170152795
2017-07-01,Kampala Low Income,101.69183011782667
2017-08-01,Kampala Low Income,101.45520717929293
2017-09-01,Kampala Low Income,102.7635144745327
2017-10-01,Kampala Low Income,102.90192683463874
2017-11-01,Kampala Low Income,103.84759223851856
2017-12-01,Kampala Low Income,103.1090635882088
2018-01-01,Kampala Low Income,102.69524552646129
2018-02-01,Kampala Low Income,103.22520390890023
2018-03-01,Kampala Low Income,103.33122750837359
2018-04-01,Kampala Low Income,104.48624132610902
2018-05-01,Kampala Low Income,105.20982083211702
2018-06-01,Kampala Low Income,105.47348669459595
2018-07-01,Kampala Low Income,105.7621844982283
2018-08-01,Kampala Low Income,105.40911321927807
2018-09-01,Kampala Low Income,107.38161302738595
2018-10-01,Kampala Low Income,107.26838488355448
2018-11-01,Kampala Low Income,107.1027159317481
2018-12-01,Kampala Low Income,106.8086138124606
2019-01-01,Kampala Low Income,106.32632641728983
2019-02-01,Kampala Low Income,106.31294245055203
2019-03-01,Kampala Low Income,107.46082852100514
2019-04-01,Kampala Low Income,108.07966922302104
2019-05-01,Kampala Low Income,108.23417974355714
2019-06-01,Kampala Low Income,108.45839350922628
2019-07-01,Kampala Low Income,107.93311030630305
2019-08-01,Kampala Low Income,107.91239450376888
2019-09-01,Kampala Low Income,108.71876789390197
2019-10-01,Kampala Low Income,108.81388067481596
2019-11-01,Kampala Low Income,108.76768400650639
2019-12-01,Kampala Low Income,108.98532087715232
2020-01-01,Kampala Low Income,110.02346409219851
2020-02-01,Kampala Low Income,109.7255313972971
2020-03-01,Kampala Low Income,109.36841717580397
2020-04-01,Kampala Low Income,110.92273071970239
2020-05-01,Kampala Low Income,110.98800664359277
2020-06-01,Kampala Low Income,112.38417044622042
2020-07-01,Kampala Low Income,111.1216632246601
2020-08-01,Kampala Low Income,111.36950058455741
2020-09-01,Kampala Low Income,112.15567193019375
2020-10-01,Kampala Low Income,112.45534999944294
2020-11-01,Kampala Low Income,111.29618982424567
2020-12-01,Kampala Low Income,111.60378713105868
2021-01-01,Kampala Low Income,111.2251869158625
2021-02-01,Kampala Low Income,111.92117147056942
2021-03-01,Kampala Low Income,112.15854138695823
2021-04-01,Kampala Low Income,112.19460134497304
2021-05-01,Kampala Low Income,112.20565112429591
2021-06-01,Kampala Low Income,113.09916772402585
2021-07-01,Kampala Low Income,112.38635335124508
2021-08-01,Kampala Low Income,111.72747963221363
2021-09-01,Kampala Low Income,112.34002220408878
2021-10-01,Kampala Low Income,112.71099168117127
2021-11-01,Kampala Low Income,113.7043271691143
2021-12-01,Kampala Low Income,115.0197418105082
2022-01-01,Kampala Low Income,112.96463760467505
2022-02-01,Kampala Low Income,114.0128911236613
2022-03-01,Kampala Low Income,114.82526258274605
2022-04-01,Kampala Low Income,117.28139693547769
2022-05-01,Kampala Low Income,120.13596889438591
2022-06-01,Kampala Low Income,120.86868792146439
2022-07-01,Kampala Low Income,121.0838350660311
2022-08-01,Kampala Low Income,123.43775865335334
2022-09-01,Kampala Low Income,123.78657879394518
2022-10-01,Kampala Low Income,124.95892786024777
2022-11-01,Kampala Low Income,125.3059051111302
2022-12-01,Kampala Low Income,125.32585167153681
2023-01-01,Kampala Low Income,124.78281734685687
2023-02-01,Kampala Low Income,124.47634419388818
2023-03-01,Kampala Low Income,125.43199418959435
2023-04-01,Kampala Low Income,126.46329643219381
2023-05-01,Kampala Low Income,126.2242416524367
2023-06-01,Kampala Low Income,126.41032909418014
2023-07-01,Kampala Low Income,126.57408795850735
2023-08-01,Kampala Low Income,127.12582611133249
2023-09-01,Kampala Low Income,127.59946578563817
2023-10-01,Kampala Low Income,128.2992780674356
2023-11-01,Kampala Low Income,128.28842243936737
2023-12-01,Kampala Low Income,128.24638250336756
2024-01-01,Kampala Low Income,127.98253806072417
2024-02-01,Kampala Low Income,127.68234766596244
2024-03-01,Kampala Low Income,128.83099983406476
2024-04-01,Kampala Low Income,129.7105460987308
2024-05-01,Kampala Low Income,129.1669417305264
2024-06-01,Kampala Low Income,129.58026463100845
2024-07-01,Kampala Low Income,129.49622351631464
2024-08-01,Kampala Low Income,129.53827873008623
2024-09-01,Kampala Low Income,129.6190234307242
2024-10-01,Kampala Low Income,130.70496671370034
2024-11-01,Kampala Low Income,130.35631229758712
2024-12-01,Kampala Low Income,130.5945360344215
2025-01-01,Kampala Low Income,131.60000761762117
2025-02-01,Kampala Low Income,131.92241620626174
2025-03-01,Kampala Low Income,131.45336207609546
2025-04-01,Kampala Low Income,133.23557240532853
2025-05-01,Kampala Low Income,134.0897253237437
2025-06-01,Kampala Low Income,133.9759965775745
2025-07-01,Kampala Low Income,133.71381140588997
2025-08-01,Kampala Low Income,133.30270647866703
2025-09-01,Kampala Low Income,135.22398532686537
2025-10-01,Kampala Low Income,134.77094434786335
2025-11-01,Kampala Low Income,134.55853015488984
2025-12-01,Kampala Low Income,135.07565482888657
2026-01-01,Kampala Low Income,135.50834391975613
2026-02-01,Kampala Low Income,136.01805199646364
2026-03-01,Kampala Low Income,135.69002281690382
2026-04-01,Kampala Low Income,136.15233614980332
2026-05-01,Kampala Low Income,138.09307741632938
2026-06-01,Kampala Low Income,138.9865084337058
2026-07-01,Kampala Low Income,138.6087922080714
2026-08-01,Kampala Low Income,138.779218973381
2017-07-01,Masaka,102.39248413709406
2017-08-01,Masaka,101.81253689766957
2017-09-01,Masaka,102.8383468711102
2017-10-01,Masaka,103.2429984038566
2017-11-01,Masaka,102.94594502249329
2017-12-01,Masaka,103.42265106183565
2018-01-01,Masaka,103.17353727910316
2018-02-01,Masaka,103.59208464988934
2018-03-01,Masaka,103.68760495151696
2018-04-01,Masaka,104.30431724146686
2018-05-01,Masaka,104.63294445648863
2018-06-01,Masaka,104.36024155606506
2018-07-01,Masaka,104.33567223933336
2018-08-01,Masaka,104.27689808188725
2018-09-01,Masaka,105.81772005610419
2018-10-01,Masaka,105.28412938890953
2018-11-01,Masaka,105.39187308910644
2018-12-01,Masaka,104.94246724158252
2019-01-01,Masaka,105.22551020524239
2019-02-01,Masaka,105.84028895970545
2019-03-01,Masaka,106.70010897009472
2019-04-01,Masaka,106.87814283647387
2019-05-01,Masaka,107.34586010361053
2019-06-01,Masaka,107.50805061547929
2019-07-01,Masaka,106.60197462520892
2019-08-01,Masaka,107.51149317285383
2019-09-01,Masaka,108.9839063332285
2019-10-01,Masaka,108.99484332846033
2019-11-01,Masaka,108.44310027639341
2019-12-01,Masaka,108.41655367981207
2020-01-01,Masaka,109.68579742375113
2020-02-01,Masaka,110.23044379627778
2020-03-01,Masaka,109.52981504470411
2020-04-01,Masaka,110.9215209220912
2020-05-01,Masaka,111.79183006317723
2020-06-01,Masaka,112.27526383319565
2020-07-01,Masaka,111.65251154200149
2020-08-01,Masaka,112.61361026011377
2020-09-01,Masaka,113.21519618490237
2020-10-01,Masaka,113.56308137554511
2020-11-01,Masaka,112.77590527915956
2020-12-01,Masaka,112.65628708838655
2021-01-01,Masaka,112.61128754370304
2021-02-01,Masaka,112.67268512042645
2021-03-01,Masaka,113.48495793856607
2021-04-01,Masaka,114.01073529872122
2021-05-01,Masaka,113.28352412334797
2021-06-01,Masaka,113.809935964047
2021-07-01,Masaka,114.41921687049339
2021-08-01,Masaka,115.4001649343442
2021-09-01,Masaka,115.97212001472955
2021-10-01,Masaka,116.18211141591962
2021-11-01,Masaka,116.08805648229573
2021-12-01,Masaka,115.91800783301225
2022-01-01,Masaka,115.88366788846609
2022-02-01,Masaka,116.66301242741115
2022-03-01,Masaka,117.41613465842147
2022-04-01,Masaka,119.12106916302709
2022-05-01,Masaka,120.88591420407667
2022-06-01,Masaka,121.90598536401468
2022-07-01,Masaka,123.4449760151368
2022-08-01,Masaka,124.83632754755054
2022-09-01,Masaka,127.19809594358007
2022-10-01,Masaka,128.1173805315415
2022-11-01,Masaka,126.96219145658617
2022-12-01,Masaka,127.40988280902252
2023-01-01,Masaka,127.60672500227692
2023-02-01,Masaka,126.41653551590431
2023-03-01,Masaka,127.61768741725294
2023-04-01,Masaka,127.9106268667719
2023-05-01,Masaka,127.52107168633086
2023-06-01,Masaka,127.19116301815517
2023-07-01,Masaka,128.34431459688722
2023-08-01,Masaka,128.87113237784232
2023-09-01,Masaka,130.36968035211527
2023-10-01,Masaka,131.83646451364743
2023-11-01,Masaka,130.94761117454757
2023-12-01,Masaka,130.72252820172454
2024-01-01,Masaka,131.38072994376017
2024-02-01,Masaka,131.91374039436027
2024-03-01,Masaka,132.30028004853764
2024-04-01,Masaka,131.7801411614808
2024-05-01,Masaka,132.06839802032863
2024-06-01,Masaka,132.30997600929047
2024-07-01,Masaka,133.31625718411365
2024-08-01,Masaka,133.9551600884634
2024-09-01,Masaka,134.97580396971514
2024-10-01,Masaka,135.9524083008835
2024-11-01,Masaka,135.96843611059896
2024-12-01,Masaka,137.36740345547236
2025-01-01,Masaka,136.77412551793344
2025-02-01,Masaka,137.41677687681656
2025-03-01,Masaka,137.6976955009389
2025-04-01,Masaka,138.40603504838563
2025-05-01,Masaka,139.01865918866156
2025-06-01,Masaka,139.49260390131735
2025-07-01,Masaka,140.1318445376086
2025-08-01,Masaka,140.116178639118
2025-09-01,Masaka,141.34052957617618
2025-10-01,Masaka,141.55260298855245
2025-11-01,Masaka,141.6943504295979
2025-12-01,Masaka,142.4523423127512
2026-01-01,Masaka,142.23709522839263
2026-02-01,Masaka,142.57672294364505
2026-03-01,Masaka,142.69633575132553
2026-04-01,Masaka,144.0178346347675
2026-05-01,Masaka,144.42289703659566
2026-06-01,Masaka,145.15585621792488
2026-07-01,Masaka,145.89572419809974
2026-08-01,Masaka,145.69166767685542
2017-07-01,Mbarara,102.16029447862526
2017-08-01,Mbarara,102.43597779207968
2017-09-01,Mbarara,102.98905808112288
2017-10-01,Mbarara,103.78479095856133
2017-11-01,Mbarara,103.42263615409205
2017-12-01,Mbarara,103.97174182052511
2018-01-01,Mbarara,104.21928035553069
2018-02-01,Mbarara,104.0918500298406
2018-03-01,Mbarara,104.24972785769526
2018-04-01,Mbarara,105.0231942793343
2018-05-01,Mbarara,105.069388127529
2018-06-01,Mbarara,104.57703494191242
2018-07-01,Mbarara,104.45273894315915
2018-08-01,Mbarara,105.46956627810624
2018-09-01,Mbarara,107.24468831396975
2018-10-01,Mbarara,106.89596176993813
2018-11-01,Mbarara,106.19004863421517
2018-12-01,Mbarara,105.30074276625369
2019-01-01,Mbarara,105.2607275563165
2019-02-01,Mbarara,106.16531214242889
2019-03-01,Mbarara,106.87652431310157
2019-04-01,Mbarara,106.92794431705585
2019-05-01,Mbarara,107.09126974692366
2019-06-01,Mbarara,106.77067066668863
2019-07-01,Mbarara,106.33594426305869
2019-08-01,Mbarara,107.52962793799459
2019-09-01,Mbarara,108.57081567827132
2019-10-01,Mbarara,108.69552539645389
2019-11-01,Mbarara,108.25931369265834
2019-12-01,Mbarara,108.87412994871862
2020-01-01,Mbarara,108.8777376187692
2020-02-01,Mbarara,108.9296949866993
2020-03-01,Mbarara,108.33525530766876
2020-04-01,Mbarara,108.94339959736843
2020-05-01,Mbarara,108.66907046524896
2020-06-01,Mbarara,108.85571479628277
2020-07-01,Mbarara,110.19576653013033
2020-08-01,Mbarara,111.30922415489619
2020-09-01,Mbarara,111.87375157397054
2020-10-01,Mbarara,111.8350227729964
2020-11-01,Mbarara,111.12153903811529
2020-12-01,Mbarara,110.93369979515157
2021-01-01,Mbarara,110.55501066807182
2021-02-01,Mbarara,111.6561567878972
2021-03-01,Mbarara,111.68433018582623
2021-04-01,Mbarara,111.96751831942045
2021-05-01,Mbarara,111.58374307469916
2021-06-01,Mbarara,113.08007126298021
2021-07-01,Mbarara,112.581011458179
2021-08-01,Mbarara,111.83665118049565
2021-09-01,Mbarara,112.59933758517236
2021-10-01,Mbarara,113.1933625931883
2021-11-01,Mbarara,112.48815218237007
2021-12-01,Mbarara,113.0334702629283
2022-01-01,Mbarara,113.36833983378992
2022-02-01,Mbarara,113.7818595164101
2022-03-01,Mbarara,115.67524002894629
2022-04-01,Mbarara,116.62068166755009
2022-05-01,Mbarara,118.09569483831619
2022-06-01,Mbarara,118.35047973879824
2022-07-01,Mbarara,119.75873204962677
2022-08-01,Mbarara,121.84403006422933
2022-09-01,Mbarara,123.58459374458447
2022-10-01,Mbarara,124.25203353599723
2022-11-01,Mbarara,123.71252987759516
2022-12-01,Mbarara,123.94477911711434
2023-01-01,Mbarara,124.61693709319096
2023-02-01,Mbarara,123.86317967644739
2023-03-01,Mbarara,125.03227947700724
2023-04-01,Mbarara,125.57010779895488
2023-05-01,Mbarara,123.88711751890139
2023-06-01,Mbarara,123.35654881449713
2023-07-01,Mbarara,123.82799400559534
2023-08-01,Mbarara,124.8414827202014
2023-09-01,Mbarara,126.95920699130211
2023-10-01,Mbarara,126.98301444512704
2023-11-01,Mbarara,126.8501905613725
2023-12-01,Mbarara,127.47822832696384
2024-01-01,Mbarara,127.78922252579777
