date,centre,cpi_index
2024-02-01,Mbarara,128.34634074745085
2024-03-01,Mbarara,128.296855417633
2024-04-01,Mbarara,128.86985761839145
2024-05-01,Mbarara,128.96837343547284
2024-06-01,Mbarara,128.30775375563573
2024-07-01,Mbarara,128.7414394020689
2024-08-01,Mbarara,129.79143929586965
2024-09-01,Mbarara,131.96556538125913
2024-10-01,Mbarara,132.28649379722987
2024-11-01,Mbarara,132.00829815201524
2024-12-01,Mbarara,132.83356076971762
2025-01-01,Mbarara,133.00072832727798
2025-02-01,Mbarara,132.87805196602062
2025-03-01,Mbarara,133.04538471545075
2025-04-01,Mbarara,134.3370452812523
2025-05-01,Mbarara,134.6891197651548
2025-06-01,Mbarara,134.35486329583614
2025-07-01,Mbarara,134.2311057573155
2025-08-01,Mbarara,135.03927463636938
2025-09-01,Mbarara,135.94808761683987
2025-10-01,Mbarara,136.17984776905135
2025-11-01,Mbarara,135.92951307521133
2025-12-01,Mbarara,136.28428528527576
2026-01-01,Mbarara,136.84432273349373
2026-02-01,Mbarara,136.86895987417705
2026-03-01,Mbarara,137.05042115249472
2026-04-01,Mbarara,138.36026663570902
2026-05-01,Mbarara,138.0325994772668
2026-06-01,Mbarara,137.86361461094347
2026-07-01,Mbarara,138.53423449876587
2026-08-01,Mbarara,138.90667179090244
2017-07-01,Jinja,101.69773230060305
2017-08-01,Jinja,101.91660396610436
2017-09-01,Jinja,102.34054988081415
2017-10-01,Jinja,102.65913038333869
2017-11-01,Jinja,102.87372232557965
2017-12-01,Jinja,103.25611863913134
2018-01-01,Jinja,103.85159717178527
2018-02-01,Jinja,104.68704913569788
2018-03-01,Jinja,104.66687744198153
2018-04-01,Jinja,105.68023985668849
2018-05-01,Jinja,106.2015522603852
2018-06-01,Jinja,106.18672957468567
2018-07-01,Jinja,105.79879328132533
2018-08-01,Jinja,105.68521720596429
2018-09-01,Jinja,106.73990410437499
2018-10-01,Jinja,106.59162055929461
2018-11-01,Jinja,105.9924703310152
2018-12-01,Jinja,104.56063911313112
2019-01-01,Jinja,107.41378609650374
2019-02-01,Jinja,104.82632062728308
2019-03-01,Jinja,106.30632841350965
2019-04-01,Jinja,106.36390908435881
2019-05-01,Jinja,107.8265024504969
2019-06-01,Jinja,106.42734637962624
2019-07-01,Jinja,106.01862188304645
2019-08-01,Jinja,105.8473429731194
2019-09-01,Jinja,106.58102433408828
2019-10-01,Jinja,106.19523303857984
2019-11-01,Jinja,107.07231971761097
2019-12-01,Jinja,107.32044213290818
2020-01-01,Jinja,108.22870788105483
2020-02-01,Jinja,108.72361980907489
2020-03-01,Jinja,108.5679798268647
2020-04-01,Jinja,108.84304001240811
2020-05-01,Jinja,110.44930387230946
2020-06-01,Jinja,111.08520525536254
2020-07-01,Jinja,109.64559362853527
2020-08-01,Jinja,109.87559864307389
2020-09-01,Jinja,109.63424227408403
2020-10-01,Jinja,109.64419049899452
2020-11-01,Jinja,109.8744062803467
2020-12-01,Jinja,109.29923267751133
2021-01-01,Jinja,110.18113196394656
2021-02-01,Jinja,110.23804601983288
2021-03-01,Jinja,110.95832131077458
2021-04-01,Jinja,112.17717548425924
2021-05-01,Jinja,111.47476234578268
2021-06-01,Jinja,112.25840127767101
2021-07-01,Jinja,111.66972871623862
2021-08-01,Jinja,111.36074906228737
2021-09-01,Jinja,111.66681699976859
2021-10-01,Jinja,111.6659031627712
2021-11-01,Jinja,111.84441514097338
2021-12-01,Jinja,112.09266478068083
2022-01-01,Jinja,111.97679213243963
2022-02-01,Jinja,111.98024625540081
2022-03-01,Jinja,113.81427361934273
2022-04-01,Jinja,116.39824463336171
2022-05-01,Jinja,117.73775153677
2022-06-01,Jinja,120.85919368348486
2022-07-01,Jinja,121.44763096144462
2022-08-01,Jinja,121.33978359748797
2022-09-01,Jinja,123.95740901994687
2022-10-01,Jinja,123.95542560675166
2022-11-01,Jinja,124.2224953251195
2022-12-01,Jinja,124.3312581339995
2023-01-01,Jinja,124.89748004691128
2023-02-01,Jinja,125.00028014245507
2023-03-01,Jinja,125.85120956250961
2023-04-01,Jinja,127.10669920390532
2023-05-01,Jinja,125.48906538641398
2023-06-01,Jinja,124.93152047398134
2023-07-01,Jinja,126.19804264763324
2023-08-01,Jinja,126.23870832388994
2023-09-01,Jinja,128.209273757213
2023-10-01,Jinja,128.8037108287005
2023-11-01,Jinja,129.16048689414106
2023-12-01,Jinja,130.00513733111762
2024-01-01,Jinja,129.11669131298802
2024-02-01,Jinja,129.7880218637251
2024-03-01,Jinja,129.7917653590488
2024-04-01,Jinja,131.12628658771516
2024-05-01,Jinja,131.83318080569353
2024-06-01,Jinja,130.7895650247538
2024-07-01,Jinja,130.90806601728784
2024-08-01,Jinja,131.02119050086228
2024-09-01,Jinja,131.7806911242864
2024-10-01,Jinja,131.52776664262808
2024-11-01,Jinja,131.22219371350297
2024-12-01,Jinja,132.34087642835388
2025-01-01,Jinja,133.13833275027432
2025-02-01,Jinja,133.18606414918108
2025-03-01,Jinja,134.16730475793088
2025-04-01,Jinja,135.42584718758891
2025-05-01,Jinja,135.75282934326822
2025-06-01,Jinja,135.79980275014117
2025-07-01,Jinja,135.42892713474575
2025-08-01,Jinja,135.02753691468294
2025-09-01,Jinja,135.6179859649431
2025-10-01,Jinja,135.1522524119958
2025-11-01,Jinja,135.2118909350213
2025-12-01,Jinja,136.0676863464012
2026-01-01,Jinja,136.80534873685502
2026-02-01,Jinja,137.34325982184598
2026-03-01,Jinja,138.20052099625818
2026-04-01,Jinja,138.78360254477198
2026-05-01,Jinja,140.14776511870045
2026-06-01,Jinja,140.865924984573
2026-07-01,Jinja,141.09303336825178
2026-08-01,Jinja,141.45667905286103
2017-07-01,Mbale,103.29208847041357
2017-08-01,Mbale,103.47486235954955
2017-09-01,Mbale,103.44399021932185
2017-10-01,Mbale,103.50084947422019
2017-11-01,Mbale,103.9907593039451
2017-12-01,Mbale,103.73068329525952
2018-01-01,Mbale,103.78562771812764
2018-02-01,Mbale,103.8490608632301
2018-03-01,Mbale,105.15677569596515
2018-04-01,Mbale,105.60127163819868
2018-05-01,Mbale,106.27308315812685
2018-06-01,Mbale,105.7727339814117
2018-07-01,Mbale,105.70868176813573
2018-08-01,Mbale,105.17542137606004
2018-09-01,Mbale,105.13583307633111
2018-10-01,Mbale,104.99900292122659
2018-11-01,Mbale,106.3743138111312
2018-12-01,Mbale,104.74967196558052
2019-01-01,Mbale,105.52319151387474
2019-02-01,Mbale,105.0017009624606
2019-03-01,Mbale,105.23932345743233
2019-04-01,Mbale,106.09860569835931
2019-05-01,Mbale,107.48122446307308
2019-06-01,Mbale,106.80361536796121
2019-07-01,Mbale,107.1648066558069
2019-08-01,Mbale,106.59726718101375
2019-09-01,Mbale,106.62599868324908
2019-10-01,Mbale,106.65159288838811
2019-11-01,Mbale,107.07321596814782
2019-12-01,Mbale,107.26719922718573
2020-01-01,Mbale,107.44771607736334
2020-02-01,Mbale,108.41635633149205
2020-03-01,Mbale,108.26097215149473
2020-04-01,Mbale,109.57188658468858
2020-05-01,Mbale,109.74488713733061
2020-06-01,Mbale,110.26067689602529
2020-07-01,Mbale,108.96931940060823
2020-08-01,Mbale,109.16949810990941
2020-09-01,Mbale,109.10871674907152
2020-10-01,Mbale,109.84243953320328
2020-11-01,Mbale,108.3744108046016
2020-12-01,Mbale,107.9924707750968
2021-01-01,Mbale,108.6616988879134
2021-02-01,Mbale,109.53057707473559
2021-03-01,Mbale,110.08292382284901
2021-04-01,Mbale,110.87688440857242
2021-05-01,Mbale,110.10892178620989
2021-06-01,Mbale,111.29035687894839
2021-07-01,Mbale,110.76883307601078
2021-08-01,Mbale,111.03909122038866
2021-09-01,Mbale,111.40558005144347
2021-10-01,Mbale,112.0480675921019
2021-11-01,Mbale,112.14239299382653
2021-12-01,Mbale,112.08255684758667
2022-01-01,Mbale,112.94012275201082
2022-02-01,Mbale,113.77960370114182
2022-03-01,Mbale,115.41426192970094
2022-04-01,Mbale,117.17942046985453
2022-05-01,Mbale,119.51032446446258
2022-06-01,Mbale,121.58346938940274
2022-07-01,Mbale,122.9111490947738
2022-08-01,Mbale,124.09797816816231
2022-09-01,Mbale,125.38051653814463
2022-10-01,Mbale,126.92207371254014
2022-11-01,Mbale,126.04446206990757
2022-12-01,Mbale,124.86126558077211
2023-01-01,Mbale,125.49309437707285
2023-02-01,Mbale,125.85715785336275
2023-03-01,Mbale,126.21209642693566
2023-04-01,Mbale,126.97116619310886
2023-05-01,Mbale,127.24971331305075
2023-06-01,Mbale,127.51509803435883
2023-07-01,Mbale,127.94974111720846
2023-08-01,Mbale,128.6426033367594
2023-09-01,Mbale,128.40131955552843
2023-10-01,Mbale,128.91052876037188
2023-11-01,Mbale,128.2346510285969
2023-12-01,Mbale,127.61801442862038
2024-01-01,Mbale,127.56078597718682
2024-02-01,Mbale,127.30379322856797
2024-03-01,Mbale,127.93895396571955
2024-04-01,Mbale,128.76591456727957
2024-05-01,Mbale,130.73604481549273
2024-06-01,Mbale,129.795235918519
2024-07-01,Mbale,130.3389116277657
2024-08-01,Mbale,130.43116605455722
2024-09-01,Mbale,130.60112487687223
2024-10-01,Mbale,130.44666188978618
2024-11-01,Mbale,130.0091604029075
2024-12-01,Mbale,130.11923399681237
2025-01-01,Mbale,130.04942772152833
2025-02-01,Mbale,130.09813678937928
2025-03-01,Mbale,130.44678199156692
2025-04-01,Mbale,130.95192639905667
2025-05-01,Mbale,131.39332567549295
2025-06-01,Mbale,130.69699144920781
2025-07-01,Mbale,130.6621997030032
2025-08-01,Mbale,130.48918160468847
2025-09-01,Mbale,131.14603650157167
2025-10-01,Mbale,131.22853559226704
2025-11-01,Mbale,130.91390367819014
2025-12-01,Mbale,131.41548559467154
2026-01-01,Mbale,131.90811644077831
2026-02-01,Mbale,131.90061134590206
2026-03-01,Mbale,131.8306691211823
2026-04-01,Mbale,132.32669632055658
2026-05-01,Mbale,133.63457887879824
2026-06-01,Mbale,134.56737163490752
2026-07-01,Mbale,135.65174822277777
2026-08-01,Mbale,136.16064752462006
2017-07-01,Gulu,103.75957763367958
2017-08-01,Gulu,103.19487787864882
2017-09-01,Gulu,104.8554910505201
2017-10-01,Gulu,103.79593956233953
2017-11-01,Gulu,102.5559781022972
2017-12-01,Gulu,102.3844170135716
2018-01-01,Gulu,102.67706622543788
2018-02-01,Gulu,103.7999597185723
2018-03-01,Gulu,103.50768467712129
2018-04-01,Gulu,104.61266038358761
2018-05-01,Gulu,106.33001426653401
2018-06-01,Gulu,106.91415680759543
2018-07-01,Gulu,106.69294353580803
2018-08-01,Gulu,106.63300212288831
2018-09-01,Gulu,106.88465216987915
2018-10-01,Gulu,105.80269839397334
2018-11-01,Gulu,105.57860512320089
2018-12-01,Gulu,106.36936349773964
2019-01-01,Gulu,107.40071174104375
2019-02-01,Gulu,106.47447326220703
2019-03-01,Gulu,108.17922595799598
2019-04-01,Gulu,108.77254567702032
2019-05-01,Gulu,109.46899732432547
2019-06-01,Gulu,108.6173487431172
2019-07-01,Gulu,108.75198129515066
2019-08-01,Gulu,108.69242790274457
2019-09-01,Gulu,111.20087435527901
2019-10-01,Gulu,111.43920591560467
2019-11-01,Gulu,111.55943855520164
2019-12-01,Gulu,111.24720871255288
2020-01-01,Gulu,111.30270886221868
2020-02-01,Gulu,112.04219542829229
2020-03-01,Gulu,113.16871898203227
2020-04-01,Gulu,114.2272866662717
2020-05-01,Gulu,114.06619571766575
2020-06-01,Gulu,113.29492086685902
2020-07-01,Gulu,113.67566672402288
2020-08-01,Gulu,113.71479779246596
2020-09-01,Gulu,115.51123528421192
2020-10-01,Gulu,116.5627552394359
2020-11-01,Gulu,115.64601544723297
2020-12-01,Gulu,114.62346993981505
2021-01-01,Gulu,113.51554789986588
2021-02-01,Gulu,114.37865642628704
2021-03-01,Gulu,114.49755330575606
2021-04-01,Gulu,114.94896505347302
2021-05-01,Gulu,115.13738638899343
2021-06-01,Gulu,114.95140507947254
2021-07-01,Gulu,115.71912126156164
2021-08-01,Gulu,116.61056369543049
2021-09-01,Gulu,118.44114583199136
2021-10-01,Gulu,118.13460009441366
2021-11-01,Gulu,118.3061551331855
2021-12-01,Gulu,118.57071142624812
2022-01-01,Gulu,118.61290897160401
2022-02-01,Gulu,119.44489259037927
2022-03-01,Gulu,120.79327745053685
2022-04-01,Gulu,122.82379232149697
2022-05-01,Gulu,124.75529469697494
2022-06-01,Gulu,126.87142267372874
2022-07-01,Gulu,128.2207877541632
2022-08-01,Gulu,130.24985377605094
2022-09-01,Gulu,132.89856817273
2022-10-01,Gulu,133.2282708986654
2022-11-01,Gulu,133.4619805444403
2022-12-01,Gulu,132.7974209137175
2023-01-01,Gulu,133.35359937302593
2023-02-01,Gulu,134.08402088887422
2023-03-01,Gulu,133.43632523506477
2023-04-01,Gulu,135.22026494880578
2023-05-01,Gulu,134.51266489410605
2023-06-01,Gulu,134.2000556156489
2023-07-01,Gulu,135.2252083715679
2023-08-01,Gulu,135.54480855130674
2023-09-01,Gulu,136.03566081223735
2023-10-01,Gulu,137.49298069735445
2023-11-01,Gulu,136.3541588805598
2023-12-01,Gulu,134.59107307733663
2024-01-01,Gulu,135.74532352987808
2024-02-01,Gulu,136.80517599731763
2024-03-01,Gulu,137.4996223180993
2024-04-01,Gulu,137.58584764618493
2024-05-01,Gulu,138.29828746608297
2024-06-01,Gulu,137.94620888771212
2024-07-01,Gulu,137.97545856272848
2024-08-01,Gulu,138.07811996732187
2024-09-01,Gulu,138.95685723032176
2024-10-01,Gulu,139.02636917056046
2024-11-01,Gulu,139.06923601455387
2024-12-01,Gulu,138.44350169679635
2025-01-01,Gulu,138.65253402507867
2025-02-01,Gulu,139.41967471936198
2025-03-01,Gulu,140.20282692351014
2025-04-01,Gulu,140.63983272273683
2025-05-01,Gulu,140.59305433921742
2025-06-01,Gulu,141.06978862917785
2025-07-01,Gulu,140.97253867020004
2025-08-01,Gulu,141.52372722058547
2025-09-01,Gulu,141.65954891544408
2025-10-01,Gulu,141.0740760882272
2025-11-01,Gulu,140.48316163242194
2025-12-01,Gulu,141.0368663632645
2026-01-01,Gulu,141.79331505392446
2026-02-01,Gulu,142.70622652317968
2026-03-01,Gulu,142.96143877418643
2026-04-01,Gulu,144.78502546559525
2026-05-01,Gulu,145.919563361405
2026-06-01,Gulu,145.99658782875773
2026-07-01,Gulu,145.6777441449959
2026-08-01,Gulu,145.73587894494275
2017-07-01,Arua,105.62194798426029
2017-08-01,Arua,106.47787951195237
2017-09-01,Arua,107.08599851243052
2017-10-01,Arua,106.24709722907342
2017-11-01,Arua,105.81820538438171
2017-12-01,Arua,105.17034746260197
2018-01-01,Arua,107.38796174872621
2018-02-01,Arua,107.53069851534454
2018-03-01,Arua,106.368117144852
2018-04-01,Arua,105.58942883813539
2018-05-01,Arua,108.41783935926226
2018-06-01,Arua,106.91819323406754
2018-07-01,Arua,106.00651721702181
2018-08-01,Arua,107.11763423822131
2018-09-01,Arua,107.1118059342726
2018-10-01,Arua,105.62401441608071
2018-11-01,Arua,105.54028929434614
2018-12-01,Arua,105.31702198198136
2019-01-01,Arua,106.01744326607123
2019-02-01,Arua,107.54060337799451
2019-03-01,Arua,107.03528621574542
2019-04-01,Arua,107.42016452890833
2019-05-01,Arua,108.88437136188597
2019-06-01,Arua,107.41290432377673
2019-07-01,Arua,108.67998720784698
2019-08-01,Arua,108.94346915436182
2019-09-01,Arua,108.63313512117236
2019-10-01,Arua,108.15774575934694
2019-11-01,Arua,108.26149073965877
2019-12-01,Arua,108.10305113436247
2020-01-01,Arua,109.81957195069673
2020-02-01,Arua,110.79353455421274
2020-03-01,Arua,110.3647483853003
2020-04-01,Arua,113.63809958969024
2020-05-01,Arua,114.60749271285378
2020-06-01,Arua,112.49600307913784
2020-07-01,Arua,112.12377357419935
2020-08-01,Arua,112.23502523524901
2020-09-01,Arua,112.31872228166829
2020-10-01,Arua,112.9602318330067
2020-11-01,Arua,112.07959422226571
2020-12-01,Arua,111.75049187040342
2021-01-01,Arua,111.58983296446867
2021-02-01,Arua,113.90844020244874
2021-03-01,Arua,113.47346967976995
2021-04-01,Arua,114.84518704554108
2021-05-01,Arua,113.9235365500596
2021-06-01,Arua,115.00220570221535
2021-07-01,Arua,114.94123791573058
2021-08-01,Arua,115.46775996156434
2021-09-01,Arua,114.2313783592408
2021-10-01,Arua,115.92710239557947
2021-11-01,Arua,115.59696412541936
2021-12-01,Arua,115.72152745681537
2022-01-01,Arua,116.59853964332564
2022-02-01,Arua,118.28538879251133
2022-03-01,Arua,118.4495005610259
2022-04-01,Arua,120.60471980817113
2022-05-01,Arua,121.97393573006728
2022-06-01,Arua,126.27926135446963
2022-07-01,Arua,127.18727096798722
2022-08-01,Arua,127.43905121977184
2022-09-01,Arua,130.65451202737648
2022-10-01,Arua,131.46653000504293
2022-11-01,Arua,130.90256861420013
2022-12-01,Arua,130.03853013607713
2023-01-01,Arua,131.91872467886986
2023-02-01,Arua,134.5645202605295
2023-03-01,Arua,134.5065550041508
2023-04-01,Arua,135.0196025969686
2023-05-01,Arua,136.10021472941662
2023-06-01,Arua,135.4519795047575
2023-07-01,Arua,135.72719614755576
2023-08-01,Arua,135.60217232127422
2023-09-01,Arua,136.1401385304435
2023-10-01,Arua,136.13093241909598
2023-11-01,Arua,135.7962011233833
2023-12-01,Arua,137.14417705323478
2024-01-01,Arua,139.33064775427425
2024-02-01,Arua,139.70967219756838
2024-03-01,Arua,139.8183065870077
2024-04-01,Arua,139.45083022253806
2024-05-01,Arua,139.2381320290566
2024-06-01,Arua,139.7459897636734
2024-07-01,Arua,139.869774432785
2024-08-01,Arua,139.9354523519489
2024-09-01,Arua,140.3771996197422
2024-10-01,Arua,140.01281143416298
2024-11-01,Arua,141.16878878317618
2024-12-01,Arua,140.4549763528649
2025-01-01,Arua,142.52303061673686
2025-02-01,Arua,142.78974145791037
2025-03-01,Arua,143.1890924067725
2025-04-01,Arua,143.59373499999137
2025-05-01,Arua,143.23945739033567
2025-06-01,Arua,144.24054480183284
2025-07-01,Arua,143.36893929554967
2025-08-01,Arua,143.310218091474
2025-09-01,Arua,142.4222265141016
2025-10-01,Arua,141.93546928584774
2025-11-01,Arua,142.5326128183108
2025-12-01,Arua,142.589721775899
2026-01-01,Arua,144.3720283459809
2026-02-01,Arua,144.33607282069374
2026-03-01,Arua,144.48835441965429
2026-04-01,Arua,145.38887089682083
2026-05-01,Arua,146.67365339599567
2026-06-01,Arua,147.34190077668836
2026-07-01,Arua,147.36877065961397
2026-08-01,Arua,148.21386973699094
2017-07-01,Fortportal,104.15896525322056
2017-08-01,Fortportal,104.43649060713601
2017-09-01,Fortportal,105.01950009340592
2017-10-01,Fortportal,105.62678735894615
2017-11-01,Fortportal,106.23640777742264
2017-12-01,Fortportal,107.65330115034199
2018-01-01,Fortportal,105.97976397354704
2018-02-01,Fortportal,107.20367631732317
2018-03-01,Fortportal,107.97622885145293
2018-04-01,Fortportal,108.75918808381185
2018-05-01,Fortportal,109.32081234969843
2018-06-01,Fortportal,107.5336144083473
2018-07-01,Fortportal,106.27351420994465
2018-08-01,Fortportal,105.94974002945344
2018-09-01,Fortportal,106.17594603399723
2018-10-01,Fortportal,107.42323032349896
2018-11-01,Fortportal,106.91051028972794
2018-12-01,Fortportal,106.50203546244424
2019-01-01,Fortportal,106.19169419706759
2019-02-01,Fortportal,106.1606686196277
2019-03-01,Fortportal,106.98527493289592
2019-04-01,Fortportal,108.03913533705851
2019-05-01,Fortportal,107.3384035105357
2019-06-01,Fortportal,106.07071702715493
2019-07-01,Fortportal,105.7687216692448
2019-08-01,Fortportal,107.23952866103906
2019-09-01,Fortportal,107.78369969822792
2019-10-01,Fortportal,109.27586967098827
2019-11-01,Fortportal,110.03302675378215
2019-12-01,Fortportal,109.92111167552083
2020-01-01,Fortportal,111.06120186933674
2020-02-01,Fortportal,110.89841478171824
2020-03-01,Fortportal,109.80831202613972
2020-04-01,Fortportal,111.83145769818401
2020-05-01,Fortportal,111.62603675497184
2020-06-01,Fortportal,112.53269500561434
2020-07-01,Fortportal,110.8923617123085
2020-08-01,Fortportal,111.19966988284726
2020-09-01,Fortportal,110.82199371681727
2020-10-01,Fortportal,112.21218019329369
2020-11-01,Fortportal,111.61351474378888
2020-12-01,Fortportal,111.40958681684435
2021-01-01,Fortportal,111.42956239772788
2021-02-01,Fortportal,112.21923528891467
2021-03-01,Fortportal,111.85308760381766
2021-04-01,Fortportal,111.97778566274762
2021-05-01,Fortportal,112.54131478501775
2021-06-01,Fortportal,112.8485000979525
2021-07-01,Fortportal,112.76448570516656
2021-08-01,Fortportal,112.7823193820931
2021-09-01,Fortportal,113.75637927958412
2021-10-01,Fortportal,114.98853415033763
2021-11-01,Fortportal,114.1237290165489
2021-12-01,Fortportal,113.97046745414119
2022-01-01,Fortportal,114.23050013465377
2022-02-01,Fortportal,115.12196982783003
2022-03-01,Fortportal,115.98194592932308
2022-04-01,Fortportal,118.43596628076904
2022-05-01,Fortportal,121.32714646721433
2022-06-01,Fortportal,122.15048349228036
2022-07-01,Fortportal,122.34866977139582
2022-08-01,Fortportal,123.37873199537603
2022-09-01,Fortportal,125.84964340757983
2022-10-01,Fortportal,128.19774855579553
2022-11-01,Fortportal,127.664340277126
2022-12-01,Fortportal,128.9590399632652
2023-01-01,Fortportal,128.91824609288966
2023-02-01,Fortportal,128.40622765470945
2023-03-01,Fortportal,128.95070968754538
2023-04-01,Fortportal,130.7611494835732
2023-05-01,Fortportal,130.09569035366687
2023-06-01,Fortportal,129.86963535808724
2023-07-01,Fortportal,128.9527832486515
2023-08-01,Fortportal,130.7977671746423
2023-09-01,Fortportal,132.24652857714227
2023-10-01,Fortportal,134.25710125528735
2023-11-01,Fortportal,135.23529084412823
2023-12-01,Fortportal,134.3945011511848
2024-01-01,Fortportal,133.70702512711938
2024-02-01,Fortportal,135.3969182912475
2024-03-01,Fortportal,135.39821914128535
2024-04-01,Fortportal,135.1428700831626
2024-05-01,Fortportal,134.9080806362537
2024-06-01,Fortportal,134.9300216272303
2024-07-01,Fortportal,134.2609705118459
2024-08-01,Fortportal,134.9767924167157
2024-09-01,Fortportal,135.77873628774142
2024-10-01,Fortportal,136.36499203803695
2024-11-01,Fortportal,136.61371696608825
2024-12-01,Fortportal,137.9163683325589
2025-01-01,Fortportal,136.48151888297585
2025-02-01,Fortportal,138.55802378698834
2025-03-01,Fortportal,139.1175404614662
2025-04-01,Fortportal,139.35799778140822
2025-05-01,Fortportal,140.49396278547954
2025-06-01,Fortportal,140.3111523278175
2025-07-01,Fortportal,139.80304698885462
2025-08-01,Fortportal,139.89630373057022
2025-09-01,Fortportal,140.16277987399405
2025-10-01,Fortportal,140.50098198084305
2025-11-01,Fortportal,140.50209172713704
2025-12-01,Fortportal,141.22762575435627
2026-01-01,Fortportal,140.0964968571459
2026-02-01,Fortportal,141.64813597633076
2026-03-01,Fortportal,142.05422106923922
2026-04-01,Fortportal,142.5262052626904
2026-05-01,Fortportal,143.1105473088551
2026-06-01,Fortportal,143.9068024326079
2026-07-01,Fortportal,143.51916228541086
2026-08-01,Fortportal,144.37403599090965
