date,division,cpi_index
2019-08-01,"Furnishings, Household Equipment and Routine Household",107.28134900888917
2019-09-01,"Furnishings, Household Equipment and Routine Household",107.55981365128675
2019-10-01,"Furnishings, Household Equipment and Routine Household",107.67193043976583
2019-11-01,"Furnishings, Household Equipment and Routine Household",107.06489480691867
2019-12-01,"Furnishings, Household Equipment and Routine Household",107.44269840852175
2020-01-01,"Furnishings, Household Equipment and Routine Household",107.17992595595778
2020-02-01,"Furnishings, Household Equipment and Routine Household",107.68364870948507
2020-03-01,"Furnishings, Household Equipment and Routine Household",108.10936953769946
2020-04-01,"Furnishings, Household Equipment and Routine Household",108.44339843351722
2020-05-01,"Furnishings, Household Equipment and Routine Household",108.96080211373123
2020-06-01,"Furnishings, Household Equipment and Routine Household",108.92172113888839
2020-07-01,"Furnishings, Household Equipment and Routine Household",108.81614479143552
2020-08-01,"Furnishings, Household Equipment and Routine Household",108.98846033872492
2020-09-01,"Furnishings, Household Equipment and Routine Household",108.54026224129032
2020-10-01,"Furnishings, Household Equipment and Routine Household",108.7487707118713
2020-11-01,"Furnishings, Household Equipment and Routine Household",108.36790025775171
2020-12-01,"Furnishings, Household Equipment and Routine Household",108.73183306018296
2021-01-01,"Furnishings, Household Equipment and Routine Household",108.47149235683624
2021-02-01,"Furnishings, Household Equipment and Routine Household",108.64255490768885
2021-03-01,"Furnishings, Household Equipment and Routine Household",108.5669186522366
2021-04-01,"Furnishings, Household Equipment and Routine Household",108.96989181723823
2021-05-01,"Furnishings, Household Equipment and Routine Household",109.43731472682221
2021-06-01,"Furnishings, Household Equipment and Routine Household",109.83504353404818
2021-07-01,"Furnishings, Household Equipment and Routine Household",110.11480117814932
2021-08-01,"Furnishings, Household Equipment and Routine Household",110.86014938014216
2021-09-01,"Furnishings, Household Equipment and Routine Household",111.78259872023128
2021-10-01,"Furnishings, Household Equipment and Routine Household",112.98620177099501
2021-11-01,"Furnishings, Household Equipment and Routine Household",113.42580977999881
2021-12-01,"Furnishings, Household Equipment and Routine Household",114.13215494834628
2022-01-01,"Furnishings, Household Equipment and Routine Household",114.78665378163025
2022-02-01,"Furnishings, Household Equipment and Routine Household",119.02166747926503
2022-03-01,"Furnishings, Household Equipment and Routine Household",123.53865842011591
2022-04-01,"Furnishings, Household Equipment and Routine Household",126.97809744051554
2022-05-01,"Furnishings, Household Equipment and Routine Household",128.3516572770213
2022-06-01,"Furnishings, Household Equipment and Routine Household",128.18588396839536
2022-07-01,"Furnishings, Household Equipment and Routine Household",128.99918593575927
2022-08-01,"Furnishings, Household Equipment and Routine Household",128.81036540876536
2022-09-01,"Furnishings, Household Equipment and Routine Household",129.85495585857473
2022-10-01,"Furnishings, Household Equipment and Routine Household",130.07762196759833
2022-11-01,"Furnishings, Household Equipment and Routine Household",130.5839399000715
2022-12-01,"Furnishings, Household Equipment and Routine Household",130.46420836534554
2023-01-01,"Furnishings, Household Equipment and Routine Household",130.12761947874728
2023-02-01,"Furnishings, Household Equipment and Routine Household",129.78387169349563
2023-03-01,"Furnishings, Household Equipment and Routine Household",130.25360736886094
2023-04-01,"Furnishings, Household Equipment and Routine Household",130.57045179643555
2023-05-01,"Furnishings, Household Equipment and Routine Household",131.10237542350816
2023-06-01,"Furnishings, Household Equipment and Routine Household",130.61057496450528
2023-07-01,"Furnishings, Household Equipment and Routine Household",131.21128290388097
2023-08-01,"Furnishings, Household Equipment and Routine Household",131.89444816668146
2023-09-01,"Furnishings, Household Equipment and Routine Household",133.06836342352454
2023-10-01,"Furnishings, Household Equipment and Routine Household",132.66570703071375
2023-11-01,"Furnishings, Household Equipment and Routine Household",132.8114462832503
2023-12-01,"Furnishings, Household Equipment and Routine Household",132.96093573452723
2024-01-01,"Furnishings, Household Equipment and Routine Household",133.61858701041518
2024-02-01,"Furnishings, Household Equipment and Routine Household",133.86076308845685
2024-03-01,"Furnishings, Household Equipment and Routine Household",133.95282725553545
2024-04-01,"Furnishings, Household Equipment and Routine Household",134.40353049692334
2024-05-01,"Furnishings, Household Equipment and Routine Household",135.3734804538311
2024-06-01,"Furnishings, Household Equipment and Routine Household",136.42642536670272
2024-07-01,"Furnishings, Household Equipment and Routine Household",136.58320847867557
2024-08-01,"Furnishings, Household Equipment and Routine Household",136.52842343441299
2024-09-01,"Furnishings, Household Equipment and Routine Household",136.71231365235502
2024-10-01,"Furnishings, Household Equipment and Routine Household",137.38540181622383
2024-11-01,"Furnishings, Household Equipment and Routine Household",137.01065057684113
2024-12-01,"Furnishings, Household Equipment and Routine Household",137.3125190338886
2025-01-01,"Furnishings, Household Equipment and Routine Household",138.64297301245355
2025-02-01,"Furnishings, Household Equipment and Routine Household",138.8377476472605
2025-03-01,"Furnishings, Household Equipment and Routine Household",139.16768111685576
2025-04-01,"Furnishings, Household Equipment and Routine Household",138.88732900965456
2025-05-01,"Furnishings, Household Equipment and Routine Household",139.08317256916735
2025-06-01,"Furnishings, Household Equipment and Routine Household",138.95026988784676
2025-07-01,"Furnishings, Household Equipment and Routine Household",139.17477681814862
2025-08-01,"Furnishings, Household Equipment and Routine Household",139.44678305660145
2025-09-01,"Furnishings, Household Equipment and Routine Household",139.27833782545525
2025-10-01,"Furnishings, Household Equipment and Routine Household",139.4646255518423
2025-11-01,"Furnishings, Household Equipment and Routine Household",139.87005849781707
2025-12-01,"Furnishings, Household Equipment and Routine Household",140.09447254438066
2026-01-01,"Furnishings, Household Equipment and Routine Household",140.36231972371593
2026-02-01,"Furnishings, Household Equipment and Routine Household",140.5428334360509
2026-03-01,"Furnishings, Household Equipment and Routine Household",140.62090635145756
2026-04-01,"Furnishings, Household Equipment and Routine Household",141.39992703425276
2026-05-01,"Furnishings, Household Equipment and Routine Household",141.84917014101478
2026-06-01,"Furnishings, Household Equipment and Routine Household",142.54883758912553
2026-07-01,"Furnishings, Household Equipment and Routine Household",143.2683081686525
2026-08-01,"Furnishings, Household Equipment and Routine Household",143.25493538882347
2017-07-01,Health,100.201513496284
2017-08-01,Health,100.2972874436749
2017-09-01,Health,101.65963433615035
2017-10-01,Health,101.7296206404693
2017-11-01,Health,101.84990892164502
2017-12-01,Health,102.54342763393866
2018-01-01,Health,102.64933850697267
2018-02-01,Health,102.98512115995287
2018-03-01,Health,103.02446473219258
2018-04-01,Health,103.47894847036606
2018-05-01,Health,103.55413785193153
2018-06-01,Health,104.23429103647545
2018-07-01,Health,104.38650039812991
2018-08-01,Health,104.82942102282182
2018-09-01,Health,104.92348779812916
2018-10-01,Health,105.00285984999653
2018-11-01,Health,104.99753634275675
2018-12-01,Health,105.07424369221732
2019-01-01,Health,105.20219635477804
2019-02-01,Health,105.00983378085826
2019-03-01,Health,105.33494222221053
2019-04-01,Health,104.95093925770264
2019-05-01,Health,105.10223445540191
2019-06-01,Health,105.22105287505352
2019-07-01,Health,105.95293180862207
2019-08-01,Health,107.5155260468329
2019-09-01,Health,107.71258592283824
2019-10-01,Health,107.84933662685299
2019-11-01,Health,108.16369269395022
2019-12-01,Health,108.69818674144076
2020-01-01,Health,108.89981030507309
2020-02-01,Health,109.66339775632474
2020-03-01,Health,109.61500193990464
2020-04-01,Health,109.7860971905004
2020-05-01,Health,109.98096230411849
2020-06-01,Health,110.37031290280213
2020-07-01,Health,110.71413233080233
2020-08-01,Health,110.7203924740151
2020-09-01,Health,111.01326701202086
2020-10-01,Health,111.0295492367764
2020-11-01,Health,111.8382586346703
2020-12-01,Health,111.86068067857369
2021-01-01,Health,111.85806619830207
2021-02-01,Health,116.14287011155491
2021-03-01,Health,115.51843351607363
2021-04-01,Health,115.86252045272063
2021-05-01,Health,115.90045330711669
2021-06-01,Health,115.93109705098664
2021-07-01,Health,116.2777958411545
2021-08-01,Health,116.34576435339808
2021-09-01,Health,117.12110184171483
2021-10-01,Health,117.09971462330017
2021-11-01,Health,118.07572092640662
2021-12-01,Health,117.93427197945188
2022-01-01,Health,118.36723652592421
2022-02-01,Health,118.70136248275621
2022-03-01,Health,117.95648655624738
2022-04-01,Health,118.08773232210456
2022-05-01,Health,118.37377279693467
2022-06-01,Health,118.33728307732548
2022-07-01,Health,119.5889199915925
2022-08-01,Health,120.13405645174231
2022-09-01,Health,120.63429977550862
2022-10-01,Health,120.65284410807674
2022-11-01,Health,120.49645792562877
2022-12-01,Health,120.56108499249848
2023-01-01,Health,120.47971645625564
2023-02-01,Health,120.58477288154585
2023-03-01,Health,120.04948806160293
2023-04-01,Health,120.20722931816147
2023-05-01,Health,121.64589234418428
2023-06-01,Health,121.80078565913412
2023-07-01,Health,122.61086715888291
2023-08-01,Health,122.77115116183779
2023-09-01,Health,122.82731566387957
2023-10-01,Health,123.13444967709461
2023-11-01,Health,125.77199287397117
2023-12-01,Health,125.98379112718894
2024-01-01,Health,126.75165675805816
2024-02-01,Health,127.37731788847685
2024-03-01,Health,128.13296540589312
2024-04-01,Health,128.82326291890317
2024-05-01,Health,130.8023222444464
2024-06-01,Health,131.4626308673252
2024-07-01,Health,131.47237192218248
2024-08-01,Health,131.6755329732291
2024-09-01,Health,132.570096358129
2024-10-01,Health,132.7504706691901
2024-11-01,Health,133.20251155183732
2024-12-01,Health,133.28567403232427
2025-01-01,Health,133.95131659641828
2025-02-01,Health,135.33151012015696
2025-03-01,Health,135.81971535818084
2025-04-01,Health,136.20481776688433
2025-05-01,Health,136.54368150868703
2025-06-01,Health,137.46579275644626
2025-07-01,Health,137.8071794766716
2025-08-01,Health,138.10694425137183
2025-09-01,Health,138.08173734071153
2025-10-01,Health,138.08594019216866
2025-11-01,Health,138.2780841478594
2025-12-01,Health,138.9696567239106
2026-01-01,Health,138.976226714821
2026-02-01,Health,139.05706006627116
2026-03-01,Health,139.46900277991017
2026-04-01,Health,139.27370854163107
2026-05-01,Health,139.4253669533221
2026-06-01,Health,139.87429722104122
2026-07-01,Health,140.0368293182228
2026-08-01,Health,140.12081622776654
2017-07-01,Transport,101.7709307363839
2017-08-01,Transport,102.48538189065005
2017-09-01,Transport,104.47102343549768
2017-10-01,Transport,104.1664237118914
2017-11-01,Transport,103.93103106570186
2017-12-01,Transport,106.35788290465513
2018-01-01,Transport,105.56925637156206
2018-02-01,Transport,106.79583819205295
2018-03-01,Transport,108.26486171846926
2018-04-01,Transport,108.8852912506356
2018-05-01,Transport,108.44359189150458
2018-06-01,Transport,108.78362471383053
2018-07-01,Transport,112.20132462522689
2018-08-01,Transport,114.36168587071283
2018-09-01,Transport,113.50445622511059
2018-10-01,Transport,113.85140428925462
2018-11-01,Transport,115.03053929737317
2018-12-01,Transport,116.46802043518728
2019-01-01,Transport,115.12139583869666
2019-02-01,Transport,115.78508432581101
2019-03-01,Transport,118.33354760170594
2019-04-01,Transport,118.46494329514937
2019-05-01,Transport,118.38107067948175
2019-06-01,Transport,117.88059290661812
2019-07-01,Transport,118.54638659820269
2019-08-01,Transport,118.78949973592566
2019-09-01,Transport,118.10318933651524
2019-10-01,Transport,117.53964027058876
2019-11-01,Transport,117.77952594915983
2019-12-01,Transport,119.73547028014315
2020-01-01,Transport,117.24448276421762
2020-02-01,Transport,116.34737694639833
2020-03-01,Transport,117.07038393232766
2020-04-01,Transport,117.10943805752072
2020-05-01,Transport,116.94280619544038
2020-06-01,Transport,127.66859275411417
2020-07-01,Transport,133.27262186499618
2020-08-01,Transport,134.61205583880874
2020-09-01,Transport,137.9094677359874
2020-10-01,Transport,140.67584509089076
2020-11-01,Transport,140.49568215846384
2020-12-01,Transport,142.88878759909687
2021-01-01,Transport,140.74537256773866
2021-02-01,Transport,140.14366472990352
2021-03-01,Transport,139.09620987660733
2021-04-01,Transport,140.05205678864843
2021-05-01,Transport,141.42138134344208
2021-06-01,Transport,147.94883923163235
2021-07-01,Transport,147.57752177589032
2021-08-01,Transport,144.48186965250815
2021-09-01,Transport,144.5879805092893
2021-10-01,Transport,144.00876465722976
2021-11-01,Transport,145.3701819538316
2021-12-01,Transport,148.9140357277215
2022-01-01,Transport,141.04355246511625
2022-02-01,Transport,141.02575069089872
2022-03-01,Transport,141.56205418106896
2022-04-01,Transport,143.25665242763597
2022-05-01,Transport,147.59769002631543
2022-06-01,Transport,150.39911775351575
2022-07-01,Transport,154.4161291742515
2022-08-01,Transport,157.12237386611923
2022-09-01,Transport,157.28418224460117
2022-10-01,Transport,154.73799704338458
2022-11-01,Transport,152.73625855857807
2022-12-01,Transport,151.10095470035992
2023-01-01,Transport,148.0063672287502
2023-02-01,Transport,148.62837966432664
2023-03-01,Transport,147.67676480048058
2023-04-01,Transport,148.86003404176154
2023-05-01,Transport,147.2271431307159
2023-06-01,Transport,146.49092131977451
2023-07-01,Transport,145.84809556152933
2023-08-01,Transport,146.23779095702625
2023-09-01,Transport,149.7607531636942
2023-10-01,Transport,149.28798253255323
2023-11-01,Transport,150.291453488063
2023-12-01,Transport,154.73847056075434
2024-01-01,Transport,151.73517856484995
2024-02-01,Transport,151.37188651656226
2024-03-01,Transport,152.2605063400322
2024-04-01,Transport,153.1854371949965
2024-05-01,Transport,154.53081391250043
2024-06-01,Transport,154.45265592058237
2024-07-01,Transport,155.05293385284554
2024-08-01,Transport,154.11972083368028
2024-09-01,Transport,154.10565291172196
2024-10-01,Transport,156.5408261222422
2024-11-01,Transport,155.86839203656686
2024-12-01,Transport,160.4457567310585
2025-01-01,Transport,158.297921798522
2025-02-01,Transport,157.92344121977334
2025-03-01,Transport,158.22600626556215
2025-04-01,Transport,157.86940250806776
2025-05-01,Transport,158.70463043072928
2025-06-01,Transport,158.9010101331863
2025-07-01,Transport,158.98623424162324
2025-08-01,Transport,158.80761939251158
2025-09-01,Transport,159.14103722233153
2025-10-01,Transport,158.1450019786636
2025-11-01,Transport,157.98008497436368
2025-12-01,Transport,160.6732882184364
2026-01-01,Transport,161.21460987974487
2026-02-01,Transport,160.27353905229015
2026-03-01,Transport,160.76664718100403
2026-04-01,Transport,163.63129782681077
2026-05-01,Transport,169.28017750242176
2026-06-01,Transport,172.83310743147936
2026-07-01,Transport,173.74269382054462
2026-08-01,Transport,173.65777106284142
2017-07-01,Information and Communication,98.47098120713375
2017-08-01,Information and Communication,97.25260479880708
2017-09-01,Information and Communication,96.74028335943923
2017-10-01,Information and Communication,97.08554346912311
2017-11-01,Information and Communication,103.83314327374109
2017-12-01,Information and Communication,104.60548913715313
2018-01-01,Information and Communication,104.53022887612579
2018-02-01,Information and Communication,100.4718305371993
2018-03-01,Information and Communication,100.32098622011291
2018-04-01,Information and Communication,100.3986549349007
2018-05-01,Information and Communication,100.52653207712984
2018-06-01,Information and Communication,100.37965290867588
2018-07-01,Information and Communication,106.84980501081797
2018-08-01,Information and Communication,107.1015799509901
2018-09-01,Information and Communication,107.19652794341543
2018-10-01,Information and Communication,107.33699940954521
2018-11-01,Information and Communication,107.29746762523132
2018-12-01,Information and Communication,107.32417082128264
2019-01-01,Information and Communication,107.14086322103775
2019-02-01,Information and Communication,107.34760196537239
2019-03-01,Information and Communication,107.38622683181504
2019-04-01,Information and Communication,107.30684168362558
2019-05-01,Information and Communication,101.38526709519611
2019-06-01,Information and Communication,101.41028602473476
2019-07-01,Information and Communication,94.4022310454421
2019-08-01,Information and Communication,94.6262279052862
2019-09-01,Information and Communication,93.23813132929398
2019-10-01,Information and Communication,93.31310629689865
2019-11-01,Information and Communication,93.32824093643427
2019-12-01,Information and Communication,93.4600576917837
2020-01-01,Information and Communication,93.5136023330571
2020-02-01,Information and Communication,94.07364658068663
2020-03-01,Information and Communication,94.03455963162631
2020-04-01,Information and Communication,94.03455963162631
2020-05-01,Information and Communication,94.17766023183654
2020-06-01,Information and Communication,94.3891950860867
2020-07-01,Information and Communication,94.49732269699471
2020-08-01,Information and Communication,94.71367963992662
2020-09-01,Information and Communication,94.75907881442569
2020-10-01,Information and Communication,94.97705498732189
2020-11-01,Information and Communication,95.03759944323491
2020-12-01,Information and Communication,95.10200502985968
2021-01-01,Information and Communication,94.91841032309055
2021-02-01,Information and Communication,94.85767304553909
2021-03-01,Information and Communication,94.95526351428185
2021-04-01,Information and Communication,94.95110807652608
2021-05-01,Information and Communication,95.15510918066069
2021-06-01,Information and Communication,95.21308761566141
2021-07-01,Information and Communication,93.17439162832405
2021-08-01,Information and Communication,93.13632144826522
2021-09-01,Information and Communication,94.09776650557073
2021-10-01,Information and Communication,94.10814069754808
2021-11-01,Information and Communication,94.09016478698604
2021-12-01,Information and Communication,94.08388417467998
2022-01-01,Information and Communication,94.13621902177285
2022-02-01,Information and Communication,93.50101872663164
2022-03-01,Information and Communication,92.7099280873504
2022-04-01,Information and Communication,92.64758978078032
2022-05-01,Information and Communication,92.55960056347777
2022-06-01,Information and Communication,92.81692893880246
2022-07-01,Information and Communication,91.93087029297565
2022-08-01,Information and Communication,92.05620837375398
2022-09-01,Information and Communication,92.84419223022651
2022-10-01,Information and Communication,93.32773828845197
2022-11-01,Information and Communication,93.15206674407398
2022-12-01,Information and Communication,93.19103061508598
2023-01-01,Information and Communication,93.40532809071544
2023-02-01,Information and Communication,93.70882066888177
2023-03-01,Information and Communication,93.85405304340188
2023-04-01,Information and Communication,94.79349205047494
2023-05-01,Information and Communication,94.85812786683047
2023-06-01,Information and Communication,95.15486549988374
2023-07-01,Information and Communication,95.11784923328227
2023-08-01,Information and Communication,95.10460666178992
2023-09-01,Information and Communication,95.04798779172208
2023-10-01,Information and Communication,95.07058124181168
2023-11-01,Information and Communication,95.14880317410054
2023-12-01,Information and Communication,95.16650043979274
2024-01-01,Information and Communication,95.1234997910852
2024-02-01,Information and Communication,95.28755359703132
2024-03-01,Information and Communication,95.55234936319394
2024-04-01,Information and Communication,96.17918968033825
2024-05-01,Information and Communication,96.26709287450957
2024-06-01,Information and Communication,96.34523653968907
2024-07-01,Information and Communication,96.3405668672261
2024-08-01,Information and Communication,96.33134837888814
2024-09-01,Information and Communication,96.47494785798268
2024-10-01,Information and Communication,96.84384806317931
2024-11-01,Information and Communication,96.87069964034266
2024-12-01,Information and Communication,96.86611471294779
2025-01-01,Information and Communication,96.91535212806801
2025-02-01,Information and Communication,97.0264507838631
2025-03-01,Information and Communication,97.4290436523006
2025-04-01,Information and Communication,97.41021395527902
2025-05-01,Information and Communication,97.38045937937497
2025-06-01,Information and Communication,97.93593857999358
2025-07-01,Information and Communication,98.06846120625632
2025-08-01,Information and Communication,98.83438773489515
2025-09-01,Information and Communication,98.97725407712257
2025-10-01,Information and Communication,98.98009422652196
2025-11-01,Information and Communication,98.98551779439215
2025-12-01,Information and Communication,98.98468586293816
2026-01-01,Information and Communication,98.99847714283457
2026-02-01,Information and Communication,98.98378489839138
2026-03-01,Information and Communication,98.9892616095282
2026-04-01,Information and Communication,99.01780475841602
2026-05-01,Information and Communication,98.9673590087213
2026-06-01,Information and Communication,99.03031469758768
2026-07-01,Information and Communication,99.05668598294334
2026-08-01,Information and Communication,102.09846136914541
2017-07-01,"Recreation, Sport and Culture",102.20197237072065
2017-08-01,"Recreation, Sport and Culture",102.4119500563507
2017-09-01,"Recreation, Sport and Culture",102.00483512648584
2017-10-01,"Recreation, Sport and Culture",101.81856114833134
2017-11-01,"Recreation, Sport and Culture",101.56674570110852
2017-12-01,"Recreation, Sport and Culture",101.95690416801351
2018-01-01,"Recreation, Sport and Culture",101.96182664698823
2018-02-01,"Recreation, Sport and Culture",102.26652343978762
2018-03-01,"Recreation, Sport and Culture",102.55813005972172
2018-04-01,"Recreation, Sport and Culture",102.58995787245074
2018-05-01,"Recreation, Sport and Culture",102.95549776441929
2018-06-01,"Recreation, Sport and Culture",102.85894594333648
2018-07-01,"Recreation, Sport and Culture",104.17614960356585
2018-08-01,"Recreation, Sport and Culture",104.36003299049621
2018-09-01,"Recreation, Sport and Culture",104.52952337380498
2018-10-01,"Recreation, Sport and Culture",104.5173039525781
2018-11-01,"Recreation, Sport and Culture",105.05403809325009
2018-12-01,"Recreation, Sport and Culture",105.21584212521624
2019-01-01,"Recreation, Sport and Culture",105.66522086070015
2019-02-01,"Recreation, Sport and Culture",106.27417681468053
2019-03-01,"Recreation, Sport and Culture",106.64923215641757
2019-04-01,"Recreation, Sport and Culture",105.64977476313116
2019-05-01,"Recreation, Sport and Culture",105.79898908506473
2019-06-01,"Recreation, Sport and Culture",105.65333816678236
2019-07-01,"Recreation, Sport and Culture",105.69797121106296
2019-08-01,"Recreation, Sport and Culture",106.46228622063508
2019-09-01,"Recreation, Sport and Culture",106.27955733267176
2019-10-01,"Recreation, Sport and Culture",106.41782012356387
2019-11-01,"Recreation, Sport and Culture",105.90733411257578
2019-12-01,"Recreation, Sport and Culture",106.57678315258987
2020-01-01,"Recreation, Sport and Culture",107.59579189676629
2020-02-01,"Recreation, Sport and Culture",108.80601724901986
2020-03-01,"Recreation, Sport and Culture",108.85853607100319
2020-04-01,"Recreation, Sport and Culture",108.86142952961954
2020-05-01,"Recreation, Sport and Culture",108.7032312781149
2020-06-01,"Recreation, Sport and Culture",108.75227731753414
2020-07-01,"Recreation, Sport and Culture",108.48273804814258
2020-08-01,"Recreation, Sport and Culture",108.72387615264567
2020-09-01,"Recreation, Sport and Culture",108.92249343674224
2020-10-01,"Recreation, Sport and Culture",109.0119298168744
2020-11-01,"Recreation, Sport and Culture",109.34553389421342
2020-12-01,"Recreation, Sport and Culture",109.40895005836433
2021-01-01,"Recreation, Sport and Culture",109.33477871930333
2021-02-01,"Recreation, Sport and Culture",108.9714287546384
2021-03-01,"Recreation, Sport and Culture",109.61575567491606
2021-04-01,"Recreation, Sport and Culture",109.3847197865621
2021-05-01,"Recreation, Sport and Culture",109.43899131372478
2021-06-01,"Recreation, Sport and Culture",109.62047695499433
2021-07-01,"Recreation, Sport and Culture",109.27448940684049
2021-08-01,"Recreation, Sport and Culture",108.37980626443503
2021-09-01,"Recreation, Sport and Culture",108.43260870358222
2021-10-01,"Recreation, Sport and Culture",108.5739854801875
2021-11-01,"Recreation, Sport and Culture",108.43102984793828
2021-12-01,"Recreation, Sport and Culture",108.97149329862289
2022-01-01,"Recreation, Sport and Culture",109.47635591345562
2022-02-01,"Recreation, Sport and Culture",109.57601002938051
2022-03-01,"Recreation, Sport and Culture",111.37592607024257
2022-04-01,"Recreation, Sport and Culture",112.56062952193268
2022-05-01,"Recreation, Sport and Culture",113.04880387361919
2022-06-01,"Recreation, Sport and Culture",114.01011652360863
2022-07-01,"Recreation, Sport and Culture",114.73770020115049
2022-08-01,"Recreation, Sport and Culture",115.3547228387793
2022-09-01,"Recreation, Sport and Culture",115.64173703736688
2022-10-01,"Recreation, Sport and Culture",114.79918935280092
2022-11-01,"Recreation, Sport and Culture",114.92325941933682
2022-12-01,"Recreation, Sport and Culture",116.41466851984845
2023-01-01,"Recreation, Sport and Culture",115.1131595285285
2023-02-01,"Recreation, Sport and Culture",115.0901351087367
2023-03-01,"Recreation, Sport and Culture",115.0338122796761
2023-04-01,"Recreation, Sport and Culture",114.48861885891533
2023-05-01,"Recreation, Sport and Culture",114.53473764023167
2023-06-01,"Recreation, Sport and Culture",114.47896109194608
2023-07-01,"Recreation, Sport and Culture",114.4173516493508
2023-08-01,"Recreation, Sport and Culture",114.27228394920722
2023-09-01,"Recreation, Sport and Culture",115.0415295791957
2023-10-01,"Recreation, Sport and Culture",115.12631451080631
2023-11-01,"Recreation, Sport and Culture",116.54918596922974
2023-12-01,"Recreation, Sport and Culture",116.74283093210339
2024-01-01,"Recreation, Sport and Culture",117.1260211470712
2024-02-01,"Recreation, Sport and Culture",118.11813600795755
2024-03-01,"Recreation, Sport and Culture",120.73557300434811
2024-04-01,"Recreation, Sport and Culture",120.66151822570815
2024-05-01,"Recreation, Sport and Culture",121.30359320624449
2024-06-01,"Recreation, Sport and Culture",121.06869559149199
2024-07-01,"Recreation, Sport and Culture",122.63341793254187
2024-08-01,"Recreation, Sport and Culture",123.00835205695196
2024-09-01,"Recreation, Sport and Culture",123.06338125602498
2024-10-01,"Recreation, Sport and Culture",123.02715881374887
2024-11-01,"Recreation, Sport and Culture",122.87723185266594
2024-12-01,"Recreation, Sport and Culture",122.76232048316002
2025-01-01,"Recreation, Sport and Culture",122.22208532816701
2025-02-01,"Recreation, Sport and Culture",122.50079060252313
2025-03-01,"Recreation, Sport and Culture",122.69025258018232
2025-04-01,"Recreation, Sport and Culture",122.6678854474564
2025-05-01,"Recreation, Sport and Culture",123.62354277895005
2025-06-01,"Recreation, Sport and Culture",124.48043038577244
2025-07-01,"Recreation, Sport and Culture",124.36495424921307
2025-08-01,"Recreation, Sport and Culture",124.83163558950869
2025-09-01,"Recreation, Sport and Culture",124.84683015926126
2025-10-01,"Recreation, Sport and Culture",124.81986278587327
2025-11-01,"Recreation, Sport and Culture",124.99316063899086
2025-12-01,"Recreation, Sport and Culture",125.30218974967691
2026-01-01,"Recreation, Sport and Culture",124.76630562732572
2026-02-01,"Recreation, Sport and Culture",125.2308233534438
2026-03-01,"Recreation, Sport and Culture",125.63507761455922
2026-04-01,"Recreation, Sport and Culture",125.62062423093052
2026-05-01,"Recreation, Sport and Culture",125.6696297654642
2026-06-01,"Recreation, Sport and Culture",125.63925667308715
2026-07-01,"Recreation, Sport and Culture",125.21173966640073
2026-08-01,"Recreation, Sport and Culture",125.69429878234183
2017-07-01,Education Services,102.86150674366593
2017-08-01,Education Services,104.22628472538474
2017-09-01,Education Services,104.22628548500022
2017-10-01,Education Services,104.25132810344567
2017-11-01,Education Services,104.25138484516467
2017-12-01,Education Services,104.25140156541929
2018-01-01,Education Services,104.25145830631023
2018-02-01,Education Services,104.54896496441664
2018-03-01,Education Services,104.87808029910244
2018-04-01,Education Services,104.87808029910244
2018-05-01,Education Services,104.87813802022326
2018-06-01,Education Services,104.72239377152194
2018-07-01,Education Services,104.72239377152194
2018-08-01,Education Services,105.23973152849081
2018-09-01,Education Services,105.23973250949743
2018-10-01,Education Services,106.03422910097639
2018-11-01,Education Services,106.03422719037422
2018-12-01,Education Services,106.03423082306954
2019-01-01,Education Services,106.03424816363344
2019-02-01,Education Services,106.07367195111856
2019-03-01,Education Services,106.48452702215381
2019-04-01,Education Services,106.48452702215381
2019-05-01,Education Services,106.48454340733335
2019-06-01,Education Services,107.35599303610218
2019-07-01,Education Services,107.35598965489203
2019-08-01,Education Services,107.99729659314492
2019-09-01,Education Services,107.99729659314492
2019-10-01,Education Services,108.61066563828342
2019-11-01,Education Services,108.6106699747912
2019-12-01,Education Services,108.6106699747912
2020-01-01,Education Services,108.6106699747912
2020-02-01,Education Services,108.85383967555177
2020-03-01,Education Services,108.85383854848708
2020-04-01,Education Services,108.85383854848708
2020-05-01,Education Services,108.85383950377096
2020-06-01,Education Services,108.85383950377096
2020-07-01,Education Services,108.85384045904793
2020-08-01,Education Services,108.85384045904793
2020-09-01,Education Services,108.85384045904793
2020-10-01,Education Services,108.85384236958123
2020-11-01,Education Services,108.85384236958123
2020-12-01,Education Services,108.85384236958123
2021-01-01,Education Services,108.85561972324811
2021-02-01,Education Services,108.85561972324811
2021-03-01,Education Services,108.85561972324811
2021-04-01,Education Services,108.85561972324811
2021-05-01,Education Services,109.50123622850931
2021-06-01,Education Services,109.5075339653736
2021-07-01,Education Services,109.5075339653736
2021-08-01,Education Services,109.5075339653736
2021-09-01,Education Services,109.5075339653736
2021-10-01,Education Services,109.5075339653736
2021-11-01,Education Services,109.5075339653736
2021-12-01,Education Services,109.5075339653736
2022-01-01,Education Services,109.5075339653736
2022-02-01,Education Services,118.6714610952389
2022-03-01,Education Services,118.67042490320951
2022-04-01,Education Services,118.67008828128739
2022-05-01,Education Services,118.67008828128739
2022-06-01,Education Services,119.23706010661954
2022-07-01,Education Services,119.2362889914726
2022-08-01,Education Services,119.23766180542411
2022-09-01,Education Services,123.52557877428303
2022-10-01,Education Services,123.52557877428303
2022-11-01,Education Services,123.52557877428303
2022-12-01,Education Services,123.52557877428303
2023-01-01,Education Services,123.52557877428303
